"list_id","display_id","condition","target_object","modal","sentence","target_image","competitor_image","other1_image","other2_image","LT","RT","LB","RB","list_name","trial_in_list","variant","exp_groups","filler_group","color_pair","marble_orientation","wheel_option","instruction","target_loc","competitor_loc"
3,1,"filler","wheel","0","The arrow has a 0 percent chance of landing on green.","wheel_100-0_b.png","wheel_25-75_b-g.png","marble_100-0_b.png","marble_25-75_b-g.png","marble_25-75_b-g.png","wheel_25-75_b-g.png","marble_100-0_b.png","wheel_100-0_b.png","List3",17,"V2","BC","A","b-g","b->g","same","The |arrow |has a 0 percent chance of landing on |green.","RB","RT"
3,1,"filler","marble","0","The marble has a 0 percent chance of landing on green.","marble_100-0_b.png","marble_25-75_b-g.png","wheel_100-0_b.png","wheel_25-75_b-g.png","wheel_100-0_b.png","marble_100-0_b.png","wheel_25-75_b-g.png","marble_25-75_b-g.png","List3",18,"V2","BC","A","b-g","b->g","same","The |marble |has a 0 percent chance of landing on |green.","RT","RB"
3,2,"filler","wheel","25","The arrow has a 25 percent chance of landing on green.","wheel_25-75_g-b.png","wheel_100-0_g.png","marble_25-75_b-g.png","marble_100-0_b.png","wheel_100-0_g.png","marble_100-0_b.png","wheel_25-75_g-b.png","marble_25-75_b-g.png","List3",19,"V2","BC","A","b-g","b->g","flipped","The |arrow |has a 25 percent chance of landing on |green.","LB","LT"
3,2,"filler","marble","25","The marble has a 25 percent chance of landing on blue.","marble_25-75_b-g.png","marble_100-0_b.png","wheel_25-75_g-b.png","wheel_100-0_g.png","marble_25-75_b-g.png","wheel_25-75_g-b.png","marble_100-0_b.png","wheel_100-0_g.png","List3",20,"V2","BC","A","b-g","b->g","flipped","The |marble |has a 25 percent chance of landing on |blue.","LT","LB"
3,3,"filler","wheel","75","The arrow has a 75 percent chance of landing on blue.","wheel_25-75_g-b.png","wheel_100-0_g.png","marble_25-75_g-b.png","marble_100-0_g.png","wheel_100-0_g.png","marble_100-0_g.png","wheel_25-75_g-b.png","marble_25-75_g-b.png","List3",21,"V2","BC","A","b-g","g->b","same","The |arrow |has a 75 percent chance of landing on |blue.","LB","LT"
3,3,"filler","marble","75","The marble has a 75 percent chance of landing on blue.","marble_25-75_g-b.png","marble_100-0_g.png","wheel_25-75_g-b.png","wheel_100-0_g.png","marble_25-75_g-b.png","wheel_25-75_g-b.png","marble_100-0_g.png","wheel_100-0_g.png","List3",22,"V2","BC","A","b-g","g->b","same","The |marble |has a 75 percent chance of landing on |blue.","LT","LB"
3,4,"filler","wheel","100","The arrow has a 100 percent chance of landing on blue.","wheel_100-0_b.png","wheel_25-75_b-g.png","marble_100-0_g.png","marble_25-75_g-b.png","marble_100-0_g.png","wheel_100-0_b.png","marble_25-75_g-b.png","wheel_25-75_b-g.png","List3",23,"V2","BC","A","b-g","g->b","flipped","The |arrow |has a 100 percent chance of landing on |blue.","RT","RB"
3,4,"filler","marble","100","The marble has a 100 percent chance of landing on green.","marble_100-0_g.png","marble_25-75_g-b.png","wheel_100-0_b.png","wheel_25-75_b-g.png","wheel_25-75_b-g.png","marble_25-75_g-b.png","wheel_100-0_b.png","marble_100-0_g.png","List3",24,"V2","BC","A","b-g","g->b","flipped","The |marble |has a 100 percent chance of landing on |green.","RB","RT"
3,13,"filler","marble","25","The marble has a 25 percent chance of landing on blue.","marble_25-75_b-g.png","marble_25-75_g-b.png","wheel_100-0_b.png","wheel_100-0_g.png","wheel_100-0_b.png","marble_25-75_b-g.png","wheel_100-0_g.png","marble_25-75_g-b.png","List3",25,"V2",NA,NA,"b-g","b->g","same","The |marble |has a 25 percent chance of landing on |blue.","RT","RB"
3,14,"filler","wheel","25","The arrow has a 25 percent chance of landing on blue.","wheel_25-75_b-g.png","wheel_25-75_g-b.png","marble_100-0_b.png","marble_100-0_g.png","wheel_25-75_g-b.png","marble_100-0_g.png","wheel_25-75_b-g.png","marble_100-0_b.png","List3",26,"V2",NA,NA,"b-g","b->g","same","The |arrow |has a 25 percent chance of landing on |blue.","LB","LT"
3,15,"filler","marble","75","The marble has a 75 percent chance of landing on green.","marble_25-75_b-g.png","marble_25-75_g-b.png","wheel_100-0_b.png","wheel_100-0_g.png","wheel_100-0_g.png","marble_25-75_g-b.png","wheel_100-0_b.png","marble_25-75_b-g.png","List3",27,"V2",NA,NA,"b-g","b->g","same","The |marble |has a 75 percent chance of landing on |green.","RB","RT"
3,16,"filler","wheel","75","The arrow has a 75 percent chance of landing on green.","wheel_25-75_b-g.png","wheel_25-75_g-b.png","marble_100-0_b.png","marble_100-0_g.png","wheel_25-75_b-g.png","marble_100-0_b.png","wheel_25-75_g-b.png","marble_100-0_g.png","List3",28,"V2",NA,NA,"b-g","b->g","same","The |arrow |has a 75 percent chance of landing on |green.","LT","LB"
3,17,"filler","wheel","0","The arrow has a 0 percent chance of landing on green.","wheel_100-0_b.png","wheel_100-0_g.png","marble_25-75_b-g.png","marble_25-75_g-b.png","wheel_100-0_b.png","marble_25-75_b-g.png","wheel_100-0_g.png","marble_25-75_g-b.png","List3",29,"V2",NA,NA,"b-g","b->g","same","The |arrow |has a 0 percent chance of landing on |green.","LT","LB"
3,18,"filler","marble","0","The marble has a 0 percent chance of landing on green.","marble_100-0_b.png","marble_100-0_g.png","wheel_25-75_b-g.png","wheel_25-75_g-b.png","wheel_25-75_g-b.png","marble_100-0_g.png","wheel_25-75_b-g.png","marble_100-0_b.png","List3",30,"V2",NA,NA,"b-g","b->g","same","The |marble |has a 0 percent chance of landing on |green.","RB","RT"
3,19,"filler","wheel","100","The arrow has a 100 percent chance of landing on blue.","wheel_100-0_b.png","wheel_100-0_g.png","marble_25-75_b-g.png","marble_25-75_g-b.png","marble_25-75_b-g.png","wheel_100-0_b.png","marble_25-75_g-b.png","wheel_100-0_g.png","List3",31,"V2",NA,NA,"b-g","b->g","same","The |arrow |has a 100 percent chance of landing on |blue.","RT","RB"
3,20,"filler","marble","100","The marble has a 100 percent chance of landing on blue.","marble_100-0_b.png","marble_100-0_g.png","wheel_25-75_b-g.png","wheel_25-75_g-b.png","marble_100-0_g.png","wheel_25-75_g-b.png","marble_100-0_b.png","wheel_25-75_b-g.png","List3",32,"V2",NA,NA,"b-g","b->g","same","The |marble |has a 100 percent chance of landing on |blue.","LB","LT"
